Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
,"Western Baths, Cranworth Street, North Kelvinside, Glasgow, G12 8BZ, United Kingdom",,,,,
"£1,650",,,2.0,,,2
,,,,,,
£895,,,2.0,,,1
,,,,,,
"£3,432",,,1.0,,,2
,,,,,,
"£1,300",,,2.0,,,2
,,,,,,
"£1,950",,,3.0,,,4
,,,,,,
"£1,000",,,1.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,225",,,1.0,,,1
,,,,,,
£725,,,1.0,,,1
,,,,,,
£795,,,1.0,,,1
,,,,,,
"£1,795",,,1.0,,,3
,,,,,,
"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",,1.0,950 Sq Ft,,Studio
,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,
£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",,1.0,,,1
,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,
£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",,1.0,,,1
,"104 Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,
"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",,1.0,,,3
,"Chancellor Street, Partickhill, Glasgow, G11 5PR, United Kingdom",,,,,
"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",,2.0,,,2
,"21 Queensborough Gardens, Partickhill, Glasgow, G12 9PP, United Kingdom",,,,,
"£1,635","Glasgow City, G4 9EF, United Kingdom",,2.0,,,2
,"The Griffin, 266 Bath Street, Glasgow, G2 4JP, United Kingdom",,,,,
"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",,2.0,,,3
,"9 Victoria Circus, Partickhill, Glasgow, G12 9JY, United Kingdom",,,,,
"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",,1.0,,,2
,"16 Clarkston Road, New Cathcart, Glasgow, G44 4EH, United Kingdom",,,,,
"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,3.0,,,3
,"25 Corrour Road, Glasgow, G43 2DZ, United Kingdom",,,,,
"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",,3.0,,,4
,"Park Quadrant, Glasgow, G3 6BS, United Kingdom",,,,,
"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",,1.0,,,2
,"Partick Library, Purdon Street, Partickhill, Glasgow, G11 6AJ, United Kingdom",,,,,
£950,,,1.0,,,1
,,,,,,
£825,,,1.0,,,2
,,,,,,
"£1,395",,,2.0,,,2
,,,,,,
£650,,,1.0,,,1
,,,,,,
£875,,,1.0,,,1
,,,,,,
"£1,720",,,2.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,595",,,2.0,,,2
,,,,,,
"£2,950",,,1.0,,,2
,,,,,,
"£1,350",,,1.0,,,2
,,,,,,
"£1,250",,,,,,2
,,,,,,
"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",,1.0,65 Sq M,,2
,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,
"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",,1.0,60 Sq M,,3
,"FootAsylum, Argyle Street, Glasgow, G2 8BH, United Kingdom",,,,,
"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",,1.0,65 Sq M,,3
,"13 Millroad Gardens, Glasgow, G40 2LU, United Kingdom",,,,,
"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",,2.0,,,3
,"Whimbrel Wynd, Renfrew, PA4 8TJ, United Kingdom",,,,,
"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",,1.0,,,2
,"17 Banavie Road, Partickhill, Glasgow, G11 5AW, United Kingdom",,,,,
£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",,1.0,,,2
,"Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,
£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",,1.0,,,2
,"7 St Mungo Avenue, Glasgow, G4 0PF, United Kingdom",,,,,
£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",,1.0,,,2
,"27 Walton Avenue, Newton Mearns, G77 6ET, United Kingdom",,,,,
"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",,2.0,,,3
,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,
"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",,1.0,,,2
,"Shettleston, Balgair Terrace, Glasgow, G32 0PF, United Kingdom",,,,,
"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",,2.0,,,2
,"Western Baths, Cranworth Street, North Kelvinside, Glasgow, G12 8BZ, United Kingdom",,,,,
"£1,650",,,2.0,,,2
,,,,,,
£895,,,2.0,,,1
,,,,,,
"£3,432",,,1.0,,,2
,,,,,,
"£1,300",,,2.0,,,2
,,,,,,
"£1,950",,,3.0,,,4
,,,,,,
"£1,000",,,1.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,225",,,1.0,,,1
,,,,,,
£725,,,1.0,,,1
,,,,,,
£795,,,1.0,,,1
,,,,,,
"£1,795",,,1.0,,,3
,,,,,,
"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",,1.0,950 Sq Ft,,Studio
,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,
£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",,1.0,,,1
,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,
£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",,1.0,,,1
,"104 Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,
"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",,1.0,,,3
,"Chancellor Street, Partickhill, Glasgow, G11 5PR, United Kingdom",,,,,
"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",,2.0,,,2
,"21 Queensborough Gardens, Partickhill, Glasgow, G12 9PP, United Kingdom",,,,,
"£1,635","Glasgow City, G4 9EF, United Kingdom",,2.0,,,2
,"The Griffin, 266 Bath Street, Glasgow, G2 4JP, United Kingdom",,,,,
"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",,2.0,,,3
,"9 Victoria Circus, Partickhill, Glasgow, G12 9JY, United Kingdom",,,,,
"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",,1.0,,,2
,"16 Clarkston Road, New Cathcart, Glasgow, G44 4EH, United Kingdom",,,,,
"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,3.0,,,3
,"25 Corrour Road, Glasgow, G43 2DZ, United Kingdom",,,,,
"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",,3.0,,,4
,"Park Quadrant, Glasgow, G3 6BS, United Kingdom",,,,,
"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",,1.0,,,2
,"Partick Library, Purdon Street, Partickhill, Glasgow, G11 6AJ, United Kingdom",,,,,
£950,,,1.0,,,1
,,,,,,
£825,,,1.0,,,2
,,,,,,
"£1,395",,,2.0,,,2
,,,,,,
£650,,,1.0,,,1
,,,,,,
£875,,,1.0,,,1
,,,,,,
"£1,720",,,2.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,595",,,2.0,,,2
,,,,,,
"£2,950",,,1.0,,,2
,,,,,,
"£1,350",,,1.0,,,2
,,,,,,
"£1,250",,,,,,2
,,,,,,
"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",,1.0,65 Sq M,,2
,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,
"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",,1.0,60 Sq M,,3
,"FootAsylum, Argyle Street, Glasgow, G2 8BH, United Kingdom",,,,,
"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",,1.0,65 Sq M,,3
,"13 Millroad Gardens, Glasgow, G40 2LU, United Kingdom",,,,,
"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",,2.0,,,3
,"Whimbrel Wynd, Renfrew, PA4 8TJ, United Kingdom",,,,,
"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",,1.0,,,2
,"17 Banavie Road, Partickhill, Glasgow, G11 5AW, United Kingdom",,,,,
£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",,1.0,,,2
,"Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,
£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",,1.0,,,2
,"7 St Mungo Avenue, Glasgow, G4 0PF, United Kingdom",,,,,
£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",,1.0,,,2
,"27 Walton Avenue, Newton Mearns, G77 6ET, United Kingdom",,,,,
"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",,2.0,,,3
,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,
"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",,1.0,,,2
,"Shettleston, Balgair Terrace, Glasgow, G32 0PF, United Kingdom",,,,,
"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",,2.0,,,2
,"Western Baths, Cranworth Street, North Kelvinside, Glasgow, G12 8BZ, United Kingdom",,,,,
"£1,650",,,2.0,,,2
,,,,,,
£895,,,2.0,,,1
,,,,,,
"£3,432",,,1.0,,,2
,,,,,,
"£1,300",,,2.0,,,2
,,,,,,
"£1,950",,,3.0,,,4
,,,,,,
"£1,000",,,1.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,225",,,1.0,,,1
,,,,,,
£725,,,1.0,,,1
,,,,,,
£795,,,1.0,,,1
,,,,,,
"£1,795",,,1.0,,,3
,,,,,,
"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",,1.0,950 Sq Ft,,Studio
,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,
£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",,1.0,,,1
,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,
£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",,1.0,,,1
,"104 Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,
"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",,1.0,,,3
,"Chancellor Street, Partickhill, Glasgow, G11 5PR, United Kingdom",,,,,
"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",,2.0,,,2
,"21 Queensborough Gardens, Partickhill, Glasgow, G12 9PP, United Kingdom",,,,,
"£1,635","Glasgow City, G4 9EF, United Kingdom",,2.0,,,2
,"The Griffin, 266 Bath Street, Glasgow, G2 4JP, United Kingdom",,,,,
"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",,2.0,,,3
,"9 Victoria Circus, Partickhill, Glasgow, G12 9JY, United Kingdom",,,,,
"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",,1.0,,,2
,"16 Clarkston Road, New Cathcart, Glasgow, G44 4EH, United Kingdom",,,,,
"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,3.0,,,3
,"25 Corrour Road, Glasgow, G43 2DZ, United Kingdom",,,,,
"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",,3.0,,,4
,"Park Quadrant, Glasgow, G3 6BS, United Kingdom",,,,,
"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",,1.0,,,2
,"Partick Library, Purdon Street, Partickhill, Glasgow, G11 6AJ, United Kingdom",,,,,
£950,,,1.0,,,1
,,,,,,
£825,,,1.0,,,2
,,,,,,
"£1,395",,,2.0,,,2
,,,,,,
£650,,,1.0,,,1
,,,,,,
£875,,,1.0,,,1
,,,,,,
"£1,720",,,2.0,,,2
,,,,,,
£995,,,1.0,,,2
,,,,,,
"£1,595",,,2.0,,,2
,,,,,,
"£2,950",,,1.0,,,2
,,,,,,
"£1,350",,,1.0,,,2
,,,,,,
"£1,250",,,,,,2
,,,,,,
"$2,800",3500 Coventry Place,,1.5,"1,584 Sq Ft",,3.0
,"208 Deer Park Court, Cropwell, Evesham Township, NJ 08053, USA",,,,,
"$2,700","Timber Ridge Court, Hamilton, Neptune Township, NJ 07753, USA",,2.5,"1,504 Sq Ft",,3.0
,"Springside Road, Rancocas, Westampton Township, NJ 08073, USA",,,,,
"$3,535","Corrio Alley, Newtown, PA 19840, USA",,2.0,"1,326 Sq Ft",,2.0
,"337 1st Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","275 2nd Avenue, Ortley Terrace, Toms River, NJ 08751, USA",,2.5,"1,500 Sq Ft",,3.0
,"11 Blake Drive, Unit 11",,,,,
"$2,900","34 O Street, Seaside Park, NJ 08752, USA",,1.0,"1,580 Sq Ft",,4.0
,"300 4th Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$32,000","718 East Avenue, Bay Head, Ocean County, NJ 08742, USA",,3.0,"2,840 Sq Ft",,3.0
,"33 New York Avenue, Lavallette, Ocean County, NJ 08735, USA",,,,,
"$5,000","unnamed road, Lake Como, Monmouth County, NJ 07762, USA",,2.5,"1,801 Sq Ft",,4.0
,"254 Lake Avenue, Long Branch, NJ 07740, USA",,,,,
"$3,750","Second Baptist Church, Atkins Avenue, Asbury Park, NJ 07753, USA",,2.5,"2,312 Sq Ft",,3.0
,"Center Street, Sea Bright, Monmouth County, NJ 07760, USA",,,,,
"$3,800","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,1.0,916 Sq Ft,,4.0
,"304 Oak Knolls Drive, Clarks Mills, Manalapan Township, NJ 07726, USA",,,,,
"$4,000","220 4th Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,2.0,"2,256 Sq Ft",,3.0
,"201 8th Avenue, Dover Beaches South, Toms River, NJ 08751, USA",,,,,
"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",,3.5,"1,936 Sq Ft",,4.0
,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,
"$7,800",,,3.0,"2,235 Sq Ft",,5.0
,,,,,,
"$65,000",,,2.0,"3,129 Sq Ft",,4.0
,,,,,,
"$3,600",,,4.0,"2,150 Sq Ft",,5.0
,,,,,,
"$3,500",,,1.5,"1,930 Sq Ft",,4.0
,,,,,,
"$10,000",,,2.5,"1,645 Sq Ft",,3.0
,,,,,,
"$4,000",,,2.0,"2,224 Sq Ft",,3.0
,,,,,,
"$3,195",,,3.5,"1,317 Sq Ft",,3.0
,,,,,,
"$4,200",,,2.0,"2,286 Sq Ft",,7.0
,,,,,,
"$3,900",,,2.0,,,3.0
,,,,,,
"$4,500",,,2.5,,,4.0
,,,,,,
"$3,200",,,2.5,,,3.0
,,,,,,
"$2,275","Strathmore Gardens, Aberdeen Township, NJ 07747, USA",,1.0,891 Sq Ft,,2.0
,"74 Poplar Avenue, Deal, Monmouth County, NJ 07723, USA",,,,,
"$56,000","Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,3.0,"1,874 Sq Ft",,4.0
,"68 1st Avenue, Manasquan, Monmouth County, NJ 08736, USA",,,,,
"$25,950","144 Mercer Court, Oxford Valley, Falls Township, PA 19030, USA",,2.0,"1,000 Sq Ft",,3.0
,"312 Worthington Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","Pizza on Main, Ocean Park Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,1.0,"1,980 Sq Ft",,3.0
,"523 West Lincoln Avenue, Oakhurst, Ocean Township, NJ 07755, USA",,,,,
"$2,900","Lavallette, NJ",,2.5,"3,618 Sq Ft",,3.0
,"710 Monmouth Parkway, North Middletown, Middletown Township, NJ 07748, USA",,,,,
"$16,000","305 Beecroft Place, Oakhurst, Ocean Township, NJ 07755, USA",,4.0,"3,034 Sq Ft",,5.0
,"1288 South Richmond Avenue, Point Pleasant, NJ 08742, USA",,,,,
"$5,500","83 Pinewood Place, Keansburg, NJ 07734, USA",,2.5,"3,000 Sq Ft",,5.0
,"Loveless Nature Preserve, Eggerts Crossing Road, Sturwood Hamlet, Lawrence Township, NJ 08638, USA",,,,,
"$45,000","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,2.5,"1,600 Sq Ft",,4.0
,"1 Mochen Court, Sayreville, NJ 08872, USA",,,,,
"$6,600","Seaside Heights, NJ, 08751",,3.0,"1,274 Sq Ft",,4.0
,"78 Vroom Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,400","12 Greenbriar Road, Oakhurst, Ocean Township, NJ 07755, USA",,2.0,"1,885 Sq Ft",,4.0
,"Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,,,,
"$2,400","375 Western Avenue, Bay Head, Ocean County, NJ 08742, USA",,2.0,"1,084 Sq Ft",,4.0
,"Lavallette, NJ",,,,,
"$7,500",,,1.0,850 Sq Ft,,3.0
,,,,,,
"$2,100",,,1.0,"2,446 Sq Ft",,1.0
,,,,,,
"$2,000",,,1.0,"2,672 Sq Ft",,2.0
,,,,,,
"$4,500",,,3.5,"1,332 Sq Ft",,4.0
,,,,,,
"$3,200",,,2.5,500 Sq Ft,,3.0
,,,,,,
"$4,500",,,1.0,"4,271 Sq Ft",,2.0
,,,,,,
"$15,000",,,4.5,"1,965 Sq Ft",,7.0
,,,,,,
"$6,850",,,3.0,"4,035 Sq Ft",,4.0
,,,,,,
"$12,360",,,1.0,,,2.0
,,,,,,
"$11,000",,,5.0,,,4.0
,,,,,,
"$38,550",,,5.0,,,8.0
,,,,,,
"$2,800",3500 Coventry Place,,1.5,"1,584 Sq Ft",,3.0
,"208 Deer Park Court, Cropwell, Evesham Township, NJ 08053, USA",,,,,
"$2,700","Timber Ridge Court, Hamilton, Neptune Township, NJ 07753, USA",,2.5,"1,504 Sq Ft",,3.0
,"Springside Road, Rancocas, Westampton Township, NJ 08073, USA",,,,,
"$3,535","Corrio Alley, Newtown, PA 19840, USA",,2.0,"1,326 Sq Ft",,2.0
,"337 1st Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","275 2nd Avenue, Ortley Terrace, Toms River, NJ 08751, USA",,2.5,"1,500 Sq Ft",,3.0
,"11 Blake Drive, Unit 11",,,,,
"$2,900","34 O Street, Seaside Park, NJ 08752, USA",,1.0,"1,580 Sq Ft",,4.0
,"300 4th Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$32,000","718 East Avenue, Bay Head, Ocean County, NJ 08742, USA",,3.0,"2,840 Sq Ft",,3.0
,"33 New York Avenue, Lavallette, Ocean County, NJ 08735, USA",,,,,
"$5,000","unnamed road, Lake Como, Monmouth County, NJ 07762, USA",,2.5,"1,801 Sq Ft",,4.0
,"254 Lake Avenue, Long Branch, NJ 07740, USA",,,,,
"$3,750","Second Baptist Church, Atkins Avenue, Asbury Park, NJ 07753, USA",,2.5,"2,312 Sq Ft",,3.0
,"Center Street, Sea Bright, Monmouth County, NJ 07760, USA",,,,,
"$3,800","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,1.0,916 Sq Ft,,4.0
,"304 Oak Knolls Drive, Clarks Mills, Manalapan Township, NJ 07726, USA",,,,,
"$4,000","220 4th Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,2.0,"2,256 Sq Ft",,3.0
,"201 8th Avenue, Dover Beaches South, Toms River, NJ 08751, USA",,,,,
"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",,3.5,"1,936 Sq Ft",,4.0
,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,
"$7,800",,,3.0,"2,235 Sq Ft",,5.0
,,,,,,
"$65,000",,,2.0,"3,129 Sq Ft",,4.0
,,,,,,
"$3,600",,,4.0,"2,150 Sq Ft",,5.0
,,,,,,
"$3,500",,,1.5,"1,930 Sq Ft",,4.0
,,,,,,
"$10,000",,,2.5,"1,645 Sq Ft",,3.0
,,,,,,
"$4,000",,,2.0,"2,224 Sq Ft",,3.0
,,,,,,
"$3,195",,,3.5,"1,317 Sq Ft",,3.0
,,,,,,
"$4,200",,,2.0,"2,286 Sq Ft",,7.0
,,,,,,
"$3,900",,,2.0,,,3.0
,,,,,,
"$4,500",,,2.5,,,4.0
,,,,,,
"$3,200",,,2.5,,,3.0
,,,,,,
"$2,275","Strathmore Gardens, Aberdeen Township, NJ 07747, USA",,1.0,891 Sq Ft,,2.0
,"74 Poplar Avenue, Deal, Monmouth County, NJ 07723, USA",,,,,
"$56,000","Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,3.0,"1,874 Sq Ft",,4.0
,"68 1st Avenue, Manasquan, Monmouth County, NJ 08736, USA",,,,,
"$25,950","144 Mercer Court, Oxford Valley, Falls Township, PA 19030, USA",,2.0,"1,000 Sq Ft",,3.0
,"312 Worthington Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","Pizza on Main, Ocean Park Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,1.0,"1,980 Sq Ft",,3.0
,"523 West Lincoln Avenue, Oakhurst, Ocean Township, NJ 07755, USA",,,,,
"$2,900","Lavallette, NJ",,2.5,"3,618 Sq Ft",,3.0
,"710 Monmouth Parkway, North Middletown, Middletown Township, NJ 07748, USA",,,,,
"$16,000","305 Beecroft Place, Oakhurst, Ocean Township, NJ 07755, USA",,4.0,"3,034 Sq Ft",,5.0
,"1288 South Richmond Avenue, Point Pleasant, NJ 08742, USA",,,,,
"$5,500","83 Pinewood Place, Keansburg, NJ 07734, USA",,2.5,"3,000 Sq Ft",,5.0
,"Loveless Nature Preserve, Eggerts Crossing Road, Sturwood Hamlet, Lawrence Township, NJ 08638, USA",,,,,
"$45,000","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,2.5,"1,600 Sq Ft",,4.0
,"1 Mochen Court, Sayreville, NJ 08872, USA",,,,,
"$6,600","Seaside Heights, NJ, 08751",,3.0,"1,274 Sq Ft",,4.0
,"78 Vroom Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,400","12 Greenbriar Road, Oakhurst, Ocean Township, NJ 07755, USA",,2.0,"1,885 Sq Ft",,4.0
,"Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,,,,
"$2,400","375 Western Avenue, Bay Head, Ocean County, NJ 08742, USA",,2.0,"1,084 Sq Ft",,4.0
,"Lavallette, NJ",,,,,
"$7,500",,,1.0,850 Sq Ft,,3.0
,,,,,,
"$2,100",,,1.0,"2,446 Sq Ft",,1.0
,,,,,,
"$2,000",,,1.0,"2,672 Sq Ft",,2.0
,,,,,,
"$4,500",,,3.5,"1,332 Sq Ft",,4.0
,,,,,,
"$3,200",,,2.5,500 Sq Ft,,3.0
,,,,,,
"$4,500",,,1.0,"4,271 Sq Ft",,2.0
,,,,,,
"$15,000",,,4.5,"1,965 Sq Ft",,7.0
,,,,,,
"$6,850",,,3.0,"4,035 Sq Ft",,4.0
,,,,,,
"$12,360",,,1.0,,,2.0
,,,,,,
"$11,000",,,5.0,,,4.0
,,,,,,
"$38,550",,,5.0,,,8.0
,,,,,,
"$2,800",3500 Coventry Place,,1.5,"1,584 Sq Ft",,3.0
,"208 Deer Park Court, Cropwell, Evesham Township, NJ 08053, USA",,,,,
"$2,700","Timber Ridge Court, Hamilton, Neptune Township, NJ 07753, USA",,2.5,"1,504 Sq Ft",,3.0
,"Springside Road, Rancocas, Westampton Township, NJ 08073, USA",,,,,
"$3,535","Corrio Alley, Newtown, PA 19840, USA",,2.0,"1,326 Sq Ft",,2.0
,"337 1st Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","275 2nd Avenue, Ortley Terrace, Toms River, NJ 08751, USA",,2.5,"1,500 Sq Ft",,3.0
,"11 Blake Drive, Unit 11",,,,,
"$2,900","34 O Street, Seaside Park, NJ 08752, USA",,1.0,"1,580 Sq Ft",,4.0
,"300 4th Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$32,000","718 East Avenue, Bay Head, Ocean County, NJ 08742, USA",,3.0,"2,840 Sq Ft",,3.0
,"33 New York Avenue, Lavallette, Ocean County, NJ 08735, USA",,,,,
"$5,000","unnamed road, Lake Como, Monmouth County, NJ 07762, USA",,2.5,"1,801 Sq Ft",,4.0
,"254 Lake Avenue, Long Branch, NJ 07740, USA",,,,,
"$3,750","Second Baptist Church, Atkins Avenue, Asbury Park, NJ 07753, USA",,2.5,"2,312 Sq Ft",,3.0
,"Center Street, Sea Bright, Monmouth County, NJ 07760, USA",,,,,
"$3,800","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,1.0,916 Sq Ft,,4.0
,"304 Oak Knolls Drive, Clarks Mills, Manalapan Township, NJ 07726, USA",,,,,
"$4,000","220 4th Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,2.0,"2,256 Sq Ft",,3.0
,"201 8th Avenue, Dover Beaches South, Toms River, NJ 08751, USA",,,,,
"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",,3.5,"1,936 Sq Ft",,4.0
,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,
"$7,800",,,3.0,"2,235 Sq Ft",,5.0
,,,,,,
"$65,000",,,2.0,"3,129 Sq Ft",,4.0
,,,,,,
"$3,600",,,4.0,"2,150 Sq Ft",,5.0
,,,,,,
"$3,500",,,1.5,"1,930 Sq Ft",,4.0
,,,,,,
"$10,000",,,2.5,"1,645 Sq Ft",,3.0
,,,,,,
"$4,000",,,2.0,"2,224 Sq Ft",,3.0
,,,,,,
"$3,195",,,3.5,"1,317 Sq Ft",,3.0
,,,,,,
"$4,200",,,2.0,"2,286 Sq Ft",,7.0
,,,,,,
"$3,900",,,2.0,,,3.0
,,,,,,
"$4,500",,,2.5,,,4.0
,,,,,,
"$3,200",,,2.5,,,3.0
,,,,,,
"$2,275","Strathmore Gardens, Aberdeen Township, NJ 07747, USA",,1.0,891 Sq Ft,,2.0
,"74 Poplar Avenue, Deal, Monmouth County, NJ 07723, USA",,,,,
"$56,000","Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,3.0,"1,874 Sq Ft",,4.0
,"68 1st Avenue, Manasquan, Monmouth County, NJ 08736, USA",,,,,
"$25,950","144 Mercer Court, Oxford Valley, Falls Township, PA 19030, USA",,2.0,"1,000 Sq Ft",,3.0
,"312 Worthington Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","Pizza on Main, Ocean Park Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,1.0,"1,980 Sq Ft",,3.0
,"523 West Lincoln Avenue, Oakhurst, Ocean Township, NJ 07755, USA",,,,,
