Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area
"€9,001",,2,1.0,"1,184 Sq Ft",,,,,,,,,,,,"£3,276",,6,6.0,,,,,,,,,,,,,,,,,,,,,,,"$2,150",,1,1.0,"1,100 Sq Ft",,,,,,,,,,,,€899,,1,1.0,80 Sq M,"£3,432",,2,1.0,,,,,,,,,,,,,"$7,205",,3,1.0,,"$5,850",,3,3.0,"1,698 Sq Ft",€995,,1,1.0,25 Sq M,"$1,550",,1,1.0,"1,630 Sq Ft",,,,,,,,,,,"$7,889",,2,6.0,,"¥265,323",,1,1.0,624 Sq Ft,"$1,997",,1,1.0,89 Sq M,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€623,,3,1.0,8 Sq M,,,,,,,,,,,,£996,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,"$3,200",,3,2.0,"1,450 Sq Ft",,,,,,,,,,,,€740,,4,1.0,32 Sq M,"£1,300",,2,2.0,,,,,,,,,,,,,"$5,336",,1,1.0,,"$2,600",,1,1.0,775 Sq Ft,"€4,347",,3,2.0,"1,184 Sq Ft","$3,900",,3,2.0,"1,614 Sq Ft",,,,,,,,,,,"$28,547",,5,1.0,,"¥1,06M",,1,1.0,140 Sq Ft,"$7,541",,1,1.0,"1,200 Sq Ft",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€768,,3,1.0,"1,507 Sq Ft",,,,,,,,,,,,"£3,692",,6,6.0,,,,,,,,,,,,,,,,,,,,,,,"$1,800",,2,2.0,"1,200 Sq Ft",,,,,,,,,,,,€740,,3,1.0,15 Sq M,"£1,950",,4,3.0,,,,,,,,,,,,,"$13,316",,2,1.0,,"$1,900",,1,1.0,636 Sq Ft,€995,,3,1.0,12 Sq M,"$4,125",,Studio,3.0,"1,374 Sq Ft",,,,,,,,,,,"$3,238",,1,2.0,,"¥4,14M",,3,1.0,323 Sq Ft,"$6,644",,1,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€579,,5,1.0,81 Sq M,,,,,,,,,,,,"£1,992",,4,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,300",,Studio,1.0,475 Sq Ft,,,,,,,,,,,,€799,,1,1.0,18 Sq M,"£1,000",,2,1.0,,,,,,,,,,,,,"$5,290",,1,1.0,,"$3,800",,1,2.0,679 Sq Ft,€975,,4,1.0,64 Sq M,"$20,100",,4,2.5,"2,291 Sq Ft",,,,,,,,,,,"$6,293",,3,3.0,,"¥274,022",,1,1.0,538 Sq Ft,"$1,440",,2,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€1,995",,Studio,1.0,,,,,,,,,,,,,"£3,003",,7,2.0,,,,,,,,,,,,,,,,,,,,,,,"$2,200",,3,1.0,"2,000 Sq Ft",,,,,,,,,,,,"€2,500",,1,1.0,,£995,,2,1.0,,,,,,,,,,,,,"$7,251",,2,2.0,,"$3,699",,4,2.0,"1,478 Sq Ft","€3,245",,1,1.0,269 Sq Ft,"$2,495",,3,2.5,"1,379 Sq Ft",,,,,,,,,,,"$19,700",,2,2.0,,"¥556,742",,Studio,,753 Sq Ft,"$5,625",,3,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€4,320",,3,3.0,,,,,,,,,,,,,"£2,500",,5,2.0,,,,,,,,,,,,,,,,,,,,,,,"$3,078",,2,2.0,"1,000 Sq Ft",,,,,,,,,,,,"€1,566",,Studio,1.0,,"£1,225",,1,1.0,,,,,,,,,,,,,"$7,160",,Studio,1.0,,"$4,290",,1,1.0,"1,646 Sq Ft","€2,508",,1,1.0,19 Sq M,"$2,600",,3,2.5,219 Sq Ft,,,,,,,,,,,"$6,156",,2,2.0,,"¥504,548",,1,,,"$1,300",,3,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€920,,4,1.0,,,,,,,,,,,,,"£2,933",,5,3.0,,,,,,,,,,,,,,,,,,,,,,,"$2,105",,1,1.0,757 Sq Ft,,,,,,,,,,,,€700,,6,,,£725,,1,1.0,,,,,,,,,,,,,"$2,964",,1,,,"$8,500",,3,4.0,855 Sq Ft,€895,,5,1.0,17 Sq M,"$2,500",,3,2.5,,,,,,,,,,,,"$6,248",,1,4.0,,"¥1,77M",,2,,,"$3,628",,3,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€15,104",,2,,,,,,,,,,,,,,"£1,625",,5,1.0,,,,,,,,,,,,,,,,,,,,,,,"$2,760",,1,1.0,"1,300 Sq Ft",,,,,,,,,,,,€690,,4,,,£795,,1,1.0,,,,,,,,,,,,,"$12,814",,3,,,"$6,150",,1,1.0,"1,034 Sq Ft","€1,095",,3,1.0,,"$1,900",,3,1.0,,,,,,,,,,,,"$94,580",,3,3.0,,"¥1,17M",,5,,,"$4,350",,2,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€669,,3,,,,,,,,,,,,,,£850,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,"$3,100",,2,2.0,,,,,,,,,,,,,€740,,4,,,"£1,795",,3,1.0,,,,,,,,,,,,,"$4,415",,2,,,"$3,200",,1,1.0,,€980,,1,1.0,,"$4,260",,1,,,,,,,,,,,,,"$25,948",,5,,,"¥361,013",,Studio,,,"$3,662",,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€775,"Sierplein 71, 1065 LN Amsterdam, Netherlands",4,1.0,99 Sq M,,,,,,,,,,,,"£4,715","7 Katie Road, Selly Oak, B29 6JQ, United Kingdom",8,8.0,,,,,,,,,,,,,,,,,,,,,,,"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2,1.0,"1,600 Sq Ft",,,,,,,,,,,,"€1,729","Borsigallee, 60388 Frankfurt, Germany",1,1.0,21 Sq M,"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",Studio,1.0,950 Sq Ft,,,,,,,,,,,,"$13,362","Melbourne, Victoria, Australia",3,1.0,"3,229 Sq Ft","$20,160","Miami, FL",3,2.0,"1,150 Sq Ft","€1,290","Lohstraße 11, 81543 Munich, Germany",1,1.0,33 Sq M,"$2,600","2652 Church Street, Orlando, FL 32803, USA",3,2.5,"1,711 Sq Ft",,,,,,,,,,,"$21,981","Darlinghurst NSW 2010, Australia",2,2.0,475 Sq Ft,"¥146,575",MQ87+X3 Tokyo,Studio,1.0,18 Sq M,"$10,598","Toronto, ON M5V 1C1, Canada",2,1.0,750 Sq Ft,,,,,,,,,,
,"Voorburgstraat 252B, 1062 JB Amsterdam, Netherlands",,,,,,,,,,,,,,,,"163 Sandy Hill Road, Shirley, B90 2EX, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,,,,,,,,,,,,"Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",,,,,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,,,,,,,,,,,,"Sorrento VIC 3943, Australia",,,,,"383 East 4th Street, Sun-Tan Village, Hialeah, FL 33010, USA",,,,,"Romanstraße 28, 80639 Munich, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Sydney, New South Wales, Australia",,,,,"Chiyoda, Japan",,,,,"Toronto, Scarborough, CA",,,,,,,,,,,,,
€815,"Gerrit Rietveldsingel, 1112 ZB Diemen, Netherlands",4,1.0,91 Sq M,,,,,,,,,,,,"£1,400","24 Featherstone Crescent, Blossomfield, B90 3RJ, United Kingdom",3,1.0,,,,,,,,,,,,,,,,,,,,,,,"$5,000","3918 N Kedvale Ave, Unit 02N",4,3.0,"3,005 Sq Ft",,,,,,,,,,,,€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2,1.0,11 Sq M,£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",1,1.0,,,,,,,,,,,,,"$8,893","Port Melbourne VIC 3207, Australia",1,1.0,"2,476 Sq Ft","$3,300","91 Northwest 51st Street, Miami, FL 33127, USA",3,2.0,"1,080 Sq Ft",€820,"Lohstraße 11, 81543 Munich, Germany",4,1.0,17 Sq M,"$5,550","5777 Los Palma Vista Drive, Hunter's Creek, Orange County, FL 32837, USA",3,2.0,"2,165 Sq Ft",,,,,,,,,,,"$4,743","Paddington NSW 2021, Australia",1,1.0,"1,302 Sq Ft","¥1,67M","Matsudo, Chiba Prefecture, Japan",1,1.0,366 Sq Ft,$900,"Spadina, Toronto, ON M5V 3T5, Canada",1,1.0,"2,500 Sq Ft",,,,,,,,,,
,"Bestevâerstraat 242-2, 1055 TT Amsterdam, Netherlands",,,,,,,,,,,,,,,,"133 Warwards Lane, Stirchley, B29 7QX, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,,,,,,,,,,,,"Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",,,,,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,,,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"Miami, FL",,,,,"Fallstraße 42, 81369 Munich, Germany",,,,,"10450 Henbury Street, Orange County, FL 32832, USA",,,,,,,,,,,,,,,"Enmore NSW 2042, Australia",,,,,"Shinjuku, 160-0022, Japan",,,,,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,,,,,,,,,
€797,"Wethouder Serrurierstraat 8, 1107 CD Amsterdam, Netherlands",3,1.0,80 Sq M,,,,,,,,,,,,"£1,500","21 Harrow Road, Selly Oak, B29 7DN, United Kingdom",4,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,850","724 W Roscoe St, Unit 726-SG",2,1.0,600 Sq Ft,,,,,,,,,,,,"€2,033","61440 Oberursel, Germany",2,1.0,50 Sq M,£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",1,1.0,,,,,,,,,,,,,"$8,117","Melbourne, Victoria, Australia",3,3.0,775 Sq Ft,"$6,500","Miami, FL",3,4.0,"1,832 Sq Ft","€1,350","Schinkelstraße 15, 80805 Munich, Germany",2,1.0,35 Sq M,"$2,900","Ootoya Sushi Lounge, 621 Central Boulevard, Orlando, FL 32801, USA",4,2.0,"2,504 Sq Ft",,,,,,,,,,,"$10,762","Cronulla NSW 2230, Australia",1,1.0,248 Sq Ft,"¥539,344","Shinjuku, 169-0073, Japan",1,1.0,452 Sq Ft,"$3,587","Toronto, Jane & Finch, CA",1,1.0,650 Sq Ft,,,,,,,,,,
,"Westerdoksdijk 581, 1013 BX Amsterdam, Netherlands",,,,,,,,,,,,,,,,"Swarthmore Rd / Middle Park Rd, Swarthmore Road, Shenley Fields, B29 4NN, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"1324 W 19th St, Unit 02R",,,,,,,,,,,,,,,,"Praedium, Europa-Allee 101-103, 60486 Frankfurt, Germany",,,,,"104 Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,,,,,,,,,,,,"Blairgowrie, Melbourne, Victoria, Australia",,,,,"Miami, FL",,,,,"Kohlstraße 7, 80469 Munich, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Bronte NSW 2024, Australia",,,,,Arakicho 1-15,,,,,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,,,,,,,,,
"€1,450","Htel, Mont Blanc, 1186 AP Amstelveen, Netherlands",Studio,1.0,95 Sq M,,,,,,,,,,,,"£2,216","Knowles Street, Wednesbury, WS10 9HL, United Kingdom",6,4.0,,,,,,,,,,,,,,,,,,,,,,,"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",1,1.0,"1,185 Sq Ft",,,,,,,,,,,,"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",Studio,1.0,29 Sq M,"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",3,1.0,,,,,,,,,,,,,"$15,231","McCrae VIC 3938, Australia",4,2.0,,"$6,900",690 Southwest 1st Court,1,1.0,843 Sq Ft,€795,"Munich, Bavaria, Germany",4,1.0,21 Sq M,"$3,800","Orlando, FL",4,3.5,"1,338 Sq Ft",,,,,,,,,,,"$12,222","Sydney, New South Wales, Australia",2,2.0,11 Sq Ft,"¥809,016","Saitama, Saitama Prefecture, Japan",2,1.0,431 Sq Ft,"$4,525","Willowdale East, North York, ON M2N 7L4, Canada",2,1.0,950 Sq Ft,,,,,,,,,,
,"Voorburgstraat 252B, 1062 JB Amsterdam, Netherlands",,,,,,,,,,,,,,,,"58 Quinton Road, Metchley, B17 0PG, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"4515 North Christiana Avenue, Chicago, IL 60625, USA",,,,,,,,,,,,,,,,"65795 Hattersheim am Main, Germany",,,,,"Chancellor Street, Partickhill, Glasgow, G11 5PR, United Kingdom",,,,,,,,,,,,,,,,"Blairgowrie, Melbourne, Victoria, Australia",,,,,"Miami, FL",,,,,"Frauenstraße 12, 80469 Munich, Germany",,,,,"12626 Majorama Drive, Orange County, FL 32837, USA",,,,,,,,,,,,,,,"Glebe NSW 2037, Australia",,,,,"Kisarazu, Chiba Prefecture, Japan",,,,,"Toronto, ON M5J 0B1, Canada",,,,,,,,,,,,,
€695,"Eerste Van Swindenstraat 12-1, 1093 GC Amsterdam, Netherlands",4,1.0,45 Sq M,,,,,,,,,,,,"£4,203","Math Meadow, Harborne, B32 2NU, United Kingdom",10,10.0,,,,,,,,,,,,,,,,,,,,,,,"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",1,1.0,"1,000 Sq Ft",,,,,,,,,,,,"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2,2.0,78 Sq M,"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",2,2.0,,,,,,,,,,,,,"$7,433","Point Cook VIC 3030, Australia",2,1.0,,"$4,110","T-Mobile, 244 Biscayne Boulevard, Torch of Friendship, Miami, FL 33132, USA",1,1.0,"2,130 Sq Ft","€2,200","Kanalstraße 13, 80538 Munich, Germany",1,1.0,74 Sq M,"$2,550","1596 Ferris Avenue, Orlando, FL 32803, USA",2,2.0,"1,500 Sq Ft",,,,,,,,,,,"$5,108","Surry Hills NSW 2010, Australia",1,1.0,"4,844 Sq Ft","¥430,605","Minato, 107-0062, Japan",1,1.0,280 Sq Ft,$900,"Etobicoke, ON M8Y 0A7, Canada",3,1.0,,,,,,,,,,,
,"Maarten Lutherweg 284, 1185 AX Amstelveen, Netherlands",,,,,,,,,,,,,,,,"54 Hubert Road, Selly Oak, B29 6DS, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"745 N Noble St, Unit 2R",,,,,,,,,,,,,,,,"Burgstraße 80, 60389 Frankfurt, Germany",,,,,"21 Queensborough Gardens, Partickhill, Glasgow, G12 9PP, United Kingdom",,,,,,,,,,,,,,,,"Blairgowrie, Melbourne, Victoria, Australia",,,,,185 Southeast 14th Terrace,,,,,"Munich, Bavaria, Germany",,,,,"5083 Southlawn Avenue, Orlando, FL 32811, USA",,,,,,,,,,,,,,,"Caringbah South NSW 2229, Australia",,,,,"Sumida, Japan",,,,,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",,,,,,,,,,,,,
"€4,200","Generator, Mauritskade 57, 1092 AD Amsterdam, Netherlands",5,1.0,96 Sq M,,,,,,,,,,,,"£1,350","Edgbaston Rd / Warwickshire Cricket Ground, Edgbaston Road, Highgate, B5 7QT, United Kingdom",3,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,500","2047 N Hoyne Ave, Unit 1S",1,1.0,940 Sq Ft,,,,,,,,,,,,"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",3,2.0,34 Sq M,"£1,635","Glasgow City, G4 9EF, United Kingdom",2,2.0,,,,,,,,,,,,,"$11,857","Tootgarook VIC 3941, Australia",Studio,1.0,,"$3,600",50 East 13th Street,2,1.0,"1,186 Sq Ft",€845,"Alfred-Schmidt-Straße 14, 81379 Munich, Germany",3,1.0,18 Sq M,"$5,070","7804 Sugar Bend Drive, Dr. Phillips, FL 32819, USA",3,2.0,600 Sq Ft,,,,,,,,,,,"$11,720","Sydney NSW 2777, Australia",2,1.0,"2,153 Sq Ft","¥574,141",9-chome-758-23 Minami 8,Studio,1.0,388 Sq Ft,"$3,709","Upper Beach, Toronto, ON M4L 3V3, Canada",2,1.0,,,,,,,,,,,
,"Westelijk Halfrond, Amstelveen, Netherlands",,,,,,,,,,,,,,,,"14 Blossom Avenue, Selly Oak, B29 7AG, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"1425 N Dearborn St, Unit 00C1",,,,,,,,,,,,,,,,"Flörsheimer Straße 8, 60326 Frankfurt, Germany",,,,,"The Griffin, 266 Bath Street, Glasgow, G2 4JP, United Kingdom",,,,,,,,,,,,,,,,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,"Miami, FL",,,,,"Deroystraße 17, 80335 Munich, Germany",,,,,"Orlando Regional Medical Center – Lucerne Pavilion, Main Lane, Orlando, FL 32801, USA",,,,,,,,,,,,,,,"Newport NSW 2106, Australia",,,,,"Fujisawa, Kanagawa Prefecture, Japan",,,,,"Toronto, ON M5J 3A2, Canada",,,,,,,,,,,,,
"€3,778","Ditlaar 55, 1066 EE Amsterdam, Netherlands",Studio,1.0,87 Sq M,,,,,,,,,,,,"£1,200","34 Teignmouth Road, Selly Oak, B29 7AZ, United Kingdom",3,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,925","1160 W Grand Ave, Unit 2R",1,1.0,800 Sq Ft,,,,,,,,,,,,"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",Studio,1.0,115 Sq M,"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",3,2.0,,,,,,,,,,,,,"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",2,4.0,,"$3,100","Miami, FL",1,1.0,600 Sq Ft,"€3,874","Fallstraße 42, 81369 Munich, Germany",3,1.0,"1,184 Sq Ft","$6,840","Crystal Bell Street, Orange County, FL 32862, USA",1,1.0,"1,098 Sq Ft",,,,,,,,,,,"$23,941","Glenmore Park NSW 2745, Australia",4,2.0,,"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",1,1.0,549 Sq Ft,"$6,767","Beaconsfield Village, Toronto, ON M6J 1P3, Canada",Studio,1.0,,,,,,,,,,,
,"Leksmondhof 8, 1108 EM Amsterdam, Netherlands",,,,,,,,,,,,,,,,"98 Oak Tree Lane, Selly Oak, B29 6HY, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"3421 W Mc Lean Ave, Unit 1",,,,,,,,,,,,,,,,"Bettinaplatz 2, 60325 Frankfurt, Germany",,,,,"9 Victoria Circus, Partickhill, Glasgow, G12 9JY, United Kingdom",,,,,,,,,,,,,,,,"Sorrento VIC 3943, Australia",,,,,"Miami, FL",,,,,"Edelweißstraße 4, 81541 Munich, Germany",,,,,"Tilton Court, Orange County, FL 32835, USA",,,,,,,,,,,,,,,"Mosman NSW 2088, Australia",,,,,"Shinjuku, Japan",,,,,"Spadina, Toronto, ON M5V 0E9, Canada",,,,,,,,,,,,,
€815,"Theodoor van Hoytemastraat 89, 1062 CG Amsterdam, Netherlands",4,1.0,117 Sq M,,,,,,,,,,,,"£1,387","FH, Lee Bank Middleway, Park Central, B15 2BE, United Kingdom",4,1.0,,,,,,,,,,,,,,,,,,,,,,,"$2,400","1213 W Erie St, Unit CH",3,1.0,800 Sq Ft,,,,,,,,,,,,"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",1,1.0,15 Sq M,"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",2,1.0,,,,,,,,,,,,,"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",5,2.0,,"$12,720",520 West Avenue,4,4.0,380 Sq Ft,€970,"Baaderstraße 56d, 80469 Munich, Germany",5,1.0,55 Sq M,"$2,000","5072 Park Central Drive, Orlando, FL 32839, USA",2,2.0,825 Sq Ft,,,,,,,,,,,"$7,205","Sydney, New South Wales, Australia",Studio,1.0,,"¥552,393","Asakusa, Taito, 111-0032, Japan",2,1.0,409 Sq Ft,"$3,872","Old Toronto, South Riverdale, CA",1,1.0,,,,,,,,,,,
,"Maarten Lutherweg 284, 1185 AX Amstelveen, Netherlands",,,,,,,,,,,,,,,,"Lorne Court, School Road, Kings Heath, B13 9ET, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"7427 N Clark St, Unit 3",,,,,,,,,,,,,,,,"Hermesstraße 16, 63263 Neu-Isenburg, Germany",,,,,"16 Clarkston Road, New Cathcart, Glasgow, G44 4EH, United Kingdom",,,,,,,,,,,,,,,,"North Melbourne VIC 3051, Australia",,,,,"780 Northeast 69th Street, Miami, FL 33138, USA",,,,,"Georgenstraße 45a, 80799 Munich, Germany",,,,,"Piccadilly Lane, MetroWest, Orlando, FL 32835, USA",,,,,,,,,,,,,,,"Sydney NSW 2060, Australia",,,,,"Katsushika, Japan",,,,,"Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,,,,,,,,,,,,
"€4,200","1187 NZ Amstelveen, Netherlands",5,1.0,85 Sq M,,,,,,,,,,,,£900,"25 Tower View, Selly Oak, B29 6WJ, United Kingdom",2,1.0,,,,,,,,,,,,,,,,,,,,,,,"$1,500","Chicago, IL",2,1.0,900 Sq Ft,,,,,,,,,,,,"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2,1.0,47 Sq M,"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",3,3.0,,,,,,,,,,,,,"$5,792","Melbourne VIC 3931, Australia",3,3.0,,"$4,200","3261 Northwest 52nd Street, Brownsville, Miami-Dade County, FL 33142, USA",2,2.0,"1,302 Sq Ft","€3,000","Olschewskibogen 18, 80935 Munich, Germany",1,1.0,431 Sq Ft,"$3,200","Orlando, FL, 32896",2,1.0,"1,004 Sq Ft",,,,,,,,,,,"$5,700","Lewisham NSW 2049, Australia",1,1.0,,"¥1,58M","Shinjuku, Japan",1,2.0,161 Sq Ft,"$3,139","Toronto, ON M5J 0B1, Canada",1,1.0,,,,,,,,,,,
,"Kantershof 612, 1104 HH Amsterdam, Netherlands",,,,,,,,,,,,,,,,"135 Hubert Road, Selly Oak, B29 6ET, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,1501 West Fullerton Avenue,,,,,,,,,,,,,,,,"Kettenhofweg 75, 60325 Frankfurt, Germany",,,,,"25 Corrour Road, Glasgow, G43 2DZ, United Kingdom",,,,,,,,,,,,,,,,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,"Miami, FL",,,,,"Munich, Bavaria, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Curl Curl NSW 2096, Australia",,,,,"Shinjuku, Japan",,,,,"Tarragon Village, Toronto, ON M5R 3B9, Canada",,,,,,,,,,,,,
€575,"Osdorperweg 937, 1067 SW Amsterdam, Netherlands",4,1.0,30 Sq M,,,,,,,,,,,,"£3,770","4-60 Harold Road, Chad Valley, B16 9DA, United Kingdom",6,6.0,,,,,,,,,,,,,,,,,,,,,,,"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",1,1.0,"1,100 Sq Ft",,,,,,,,,,,,€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2,1.0,35 Sq M,"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",4,3.0,,,,,,,,,,,,,"$41,407","Capel Sound VIC 3940, Australia",4,2.0,,"$2,900","Miami, FL",1,1.0,"1,000 Sq Ft","€6,159","Munich, Bavaria, Germany",Studio,1.0,35 Sq M,"$1,700","Orlando, FL",2,2.0,"1,014 Sq Ft",,,,,,,,,,,"$7,114","Sydney, New South Wales, Australia",1,1.0,,"¥300,119","Shinagawa, Japan",1,1.0,980 Sq Ft,"$5,136","Allenby, Toronto, ON M4R 1J6, Canada",1,2.0,,,,,,,,,,,
